1,2,457.26
1,3,472.58
1,4,346.01
1,5,350.37
1,6,473.62
1,7,581.64
1,8,376.19
1,9,306.63
1,10,412.93
1,11,528.21
1,12,445.07
1,13,219.01
1,14,165.72
1,15,443.42
1,16,467.03
1,17,620.62
1,18,465.92
1,19,369.16
1,20,82.64
1,21,343.05
1,22,324.06
1,23,68.21
1,24,640.01
1,25,326.59
1,26,384.18
1,27,401.67
1,28,343.84
1,29,626.27
1,30,180.85
1,31,222.28
1,32,438.86
1,33,474.98
1,34,260.73
1,35,538.78
1,36,578.92
1,37,447.22
1,38,515.10
1,39,477.50
1,40,424.85
1,41,446.29
1,42,589.33
1,43,363.35
1,44,284.22
1,45,237.29
1,46,463.90
1,47,348.19
1,48,434.90
1,49,462.54
1,50,495.97
1,51,312.98
1,52,283.80
1,53,489.54
1,54,247.70
1,55,560.14
1,56,518.37
1,57,598.54
1,58,352.88
1,59,204.48
1,60,541.95
1,61,524.29
1,62,343.00
1,63,441.97
1,64,421.53
1,65,431.08
1,66,522.74
1,67,113.17
1,68,448.88
1,69,444.17
1,70,389.73
1,71,283.46
1,72,410.22
1,73,163.26
1,74,496.69
1,75,553.61
1,76,237.76
1,77,171.76
1,78,609.02
1,79,137.51
1,80,89.55
1,81,382.40
1,82,300.34
1,83,425.52
1,84,61.76
1,85,453.96
1,86,177.57
1,87,193.30
1,88,492.59
1,89,320.75
1,90,492.57
1,91,410.00
1,92,271.45
1,93,316.92
1,94,197.65
1,95,416.62
1,96,222.78
1,97,335.80
1,98,341.53
1,99,349.14
1,100,328.30
1,101,59.10
1,102,317.52
1,103,245.72
1,104,158.06
1,105,661.56
1,106,425.67
1,107,472.36
1,108,129.57
1,109,492.71
1,110,74.72
1,111,343.52
1,112,381.04
1,113,428.68
1,114,488.49
1,115,382.51
1,116,268.99
1,117,419.29
1,118,25.34
1,119,576.71
1,120,291.85
1,121,183.59
1,122,206.81
1,123,555.55
1,124,112.89
1,125,430.57
1,126,303.94
1,127,625.91
1,128,387.25
1,129,177.45
1,130,294.00
1,131,380.14
1,132,367.02
1,133,193.43
1,134,277.38
1,135,377.39
1,136,86.71
1,137,210.11
1,138,347.02
1,139,106.23
1,140,545.48
1,141,549.24
1,142,93.50
1,143,382.31
1,144,254.22
1,145,101.88
1,146,226.75
1,147,432.52
1,148,397.85
1,149,327.08
1,150,540.98
1,151,388.73
1,152,426.83
1,153,412.77
1,154,474.09
1,155,271.99
1,156,248.37
1,157,245.10
1,158,77.68
1,159,265.63
1,160,321.16
1,161,319.88
1,162,480.08
1,163,243.78
1,164,262.95
1,165,276.11
1,166,483.42
1,167,265.62
1,168,297.18
1,169,64.32
1,170,474.46
1,171,510.04
1,172,395.60
1,173,213.22
1,174,285.99
1,175,68.37
1,176,335.24
1,177,189.17
1,178,585.54
1,179,561.26
1,180,260.84
1,181,144.58
1,182,415.05
1,183,404.09
1,184,338.60
1,185,327.20
1,186,497.54
1,187,442.78
1,188,346.63
1,189,226.40
1,190,317.05
1,191,46.02
1,192,59.85
1,193,327.99
1,194,336.20
1,195,523.91
1,196,475.68
1,197,271.31
1,198,632.26
1,199,326.70
1,200,419.83
1,201,164.58
1,202,350.94
1,203,276.30
1,204,116.71
1,205,455.14
1,206,217.15
1,207,423.71
1,208,177.76
1,209,443.96
1,210,495.68
1,211,426.83
1,212,231.46
